GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
HSPA8,3312,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.12,,20156427
HSPA8,3312,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,11.12,,15020195
HSPA8,3312,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,11.12,,2009908|7657819
HSPA8B,562935,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.07,,2009908|7657819
HSPA9,3313,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,17.14,,15020195
HSPA9,3313,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,17.14,,20156427
HSPA9,3313,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,17.14,,2009908|7657819
HSPA9,3313,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,17.14,,15020195
HSPB1,3315,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,15.86,,15020195
HSPB1,3315,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.86,,15020195
HSPB1,3315,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,15.86,,2009908|7657819
HSPB1,3315,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,15.86,,15020195
HSPB3,8988,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.47,,20156427
HSPB6,126393,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.10,,20156427
HSPB8,26353,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.52,,20156427
HSPB8,26353,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.52,,2009908|7657819
HSPB9,94086,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.32,,20156427
HSPBAP1,79663,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
HSPD1,3329,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.22,,20156427
HSPD1,3329,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,11.22,,15020195
HSPD1,3329,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,11.22,,2009908|7657819
HSPE1,3336,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,12.84,,15020195
HSPE1,3336,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.84,,20156427
HSPE1,3336,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.84,,15020195
HSPE1,3336,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.44,,11259349|16720336|16785264
HSPG2,3339,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.21,,15020195
HSPH1,10808,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.65,,20156427
HTATIP2,10553,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.85,,20156427
HTN3,3347,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,5.24,,15020195
HTR1A,3350,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.04,,15020195
HTR1A,3350,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.47,,11259349|16720336|16785264
HTR1B,3351,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,4.31,,20156427
HTR1B,3351,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.65,,11259349|16720336|16785264
HTR1D,3352,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.45,,15020195
HTR1F,3355,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.74,,20156427
HTR2A,3356,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.64,,20156427
HTR2A,3356,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.64,,15020195
HTR2A,3356,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,12.64,,20156427
HTR2A,3356,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Bupropion,7.65,,16785264
HTR2A,3356,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,7.65,,11259349|16720336|16785264
HTR2C,3358,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.98,,20156427
HTR2C,3358,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.98,,15020195
HTR3B,9177,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.83,,15020195
HTR4,3360,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.36,,15020195
HTR6,3362,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.47,,15020195
HTR7,3363,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.29,,15020195
HTRA1,5654,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.17,,20156427
HTRA1,5654,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.17,,15020195
HTRA1,5654,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,13.17,,15020195
HTRA2,27429,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.80,,20156427
HTRA2,27429,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.80,,15020195
HTRA3,94031,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.35,,15020195
HTT,3064,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.33,,15020195
HUNK,30811,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.43,,15020195
HUS1,3364,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.37,,20156427
HYAL1,3373,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.14,,20156427
HYAL2,8692,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.28,,20156427
HYAL5,74468,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.98,,15020195
HYAL6,74409,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.47,,15020195
HYCC1,84668,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.52,,15020195
HYCC2,285172,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.20,,20156427
HYDIN,54768,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.58,,15020195
HYI,81888,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
HYKK,123688,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.05,,20156427
HYKK,123688,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.05,,15020195
HYLS1,219844,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.33,,20156427
HYOU1,10525,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.98,,20156427
HYOU1,10525,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.98,,2009908|7657819
IAPP,3375,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,4.40,,15020195
IARS1,3376,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,20.24,,15020195
IARS1,3376,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,20.24,,20156427
IARS1,3376,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,20.24,,2009908|7657819
IARS1,3376,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,20.24,,15020195
IARS2,55699,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.27,,20156427
IBSP,3381,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,9.27,,15020195
IBSP,3381,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.27,,15020195
IBSP,3381,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.88,,11259349|16720336|16785264
IBTK,25998,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.26,,20156427
ICA1,3382,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.90,,15020195
ICA1,3382,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.90,,15020195
ICA1L,130026,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.70,,15020195
ICAL1,378720,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,4.18,,20156427
ICAM1,3383,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,22.23,,15020195
ICAM1,3383,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,22.23,,20156427
ICAM1,3383,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,22.23,,15020195
ICAM1,3383,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,22.23,,2009908|7657819
ICAM1,3383,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,22.23,,20156427
ICAM1,3383,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,22.23,,15020195
ICAM1,3383,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.79,,11259349|16720336|16785264
ICAM2,3384,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.32,,15020195
ICAM3,3385,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.42,,20156427
ICAM4,3386,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.50,,20156427
ICE1,23379,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.90,,20156427
ICE1,23379,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.90,,15020195
ICE2,79664,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.87,,20156427
ICE2,79664,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.87,,15020195
ICMT,23463,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.35,,20156427
ICOS,29851,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.63,,15020195
ICOSLG,23308,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.27,,20156427
ICOSLG,23308,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.27,,15020195
ID1,3397,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.64,,20156427
ID1,3397,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.28,,11259349|16720336|16785264
ID2,3398,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.10,,20156427
ID2,3398,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,7.10,,15020195
ID2,3398,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.28,,11259349|16720336|16785264
ID3,3399,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.07,,20156427
ID3,3399,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.07,,15020195
ID3,3399,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.33,,11259349|16720336|16785264
ID4,3400,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.87,,20156427
ID4,3400,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.87,,15020195
IDE,3416,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.11,,20156427
IDE,3416,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.11,,15020195
IDH,44291,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.79,,2009908|7657819
IDH1,3417,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.76,,20156427
IDH2,3418,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.67,,20156427
IDH3B,3420,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.92,,15020195
IDH3G,3421,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.90,,15020195
IDI1,3422,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.68,,20156427
IDI1,3422,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.33,,11259349|16720336|16785264
IDNK,414328,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.45,,20156427
IDO1,3620,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,4.28,,20156427
IDPP-9,188720,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,6.11,,2009908|7657819
IDS,3423,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.95,,20156427
IDS,3423,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.95,,15020195
IDUA,3425,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.55,,20156427
IDUA,3425,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.55,,15020195
IER2,9592,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.05,,20156427
IER2,9592,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,8.05,,2009908|7657819
IER3,8870,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.17,,15020195
IER3,8870,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.17,,20156427
IER3IP1,51124,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.55,,20156427
IER5,51278,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.95,,20156427
IER5L,389792,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.13,,20156427
IF2,107627,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,5.63,,15020195
IFFO1,25900,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.16,,15020195
IFFO2,126917,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.31,,20156427
IFGGA4L,307412,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.52,,15020195
IFI16,3428,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.20,,20156427
IFI27,3429,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,8.22,,15020195
IFI27,3429,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.22,,20156427
IFI27,3429,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.59,,11259349|16720336|16785264
IFI27L1,122509,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.64,,20156427
IFI27L2B,217845,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.27,,20156427
IFI30,10437,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.37,,20156427
IFI30,10437,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,8.37,,2009908|7657819
IFI35,3430,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.50,,20156427
IFI35,3430,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.50,,15020195
IFI44,10561,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.94,,20156427
IFI44,10561,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.94,,2009908|7657819
IFI44,10561,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.54,,11259349|16720336|16785264
IFI44L,10964,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.29,,20156427
IFI44L,10964,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.29,,15020195
IFI44L,10964,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.69,,11259349|16720336|16785264
IFI6,2537,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.35,,20156427
IFI6,2537,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.35,,15020195
IFI6,2537,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.65,,11259349|16720336|16785264
IFIH1,64135,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.09,,20156427
IFIH1,64135,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.09,,15020195
IFIH1,64135,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.63,,11259349|16720336|16785264
IFIT1,3434,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.80,,20156427
IFIT1,3434,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,7.80,,20156427
IFIT1,3434,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.43,,11259349|16720336|16785264
IFIT2,3433,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.89,,20156427
IFIT3,3437,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.82,,20156427
IFIT5,24138,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.45,,20156427
IFITM1,8519,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.93,,20156427
IFITM1,8519,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,7.93,,15020195
IFITM1,8519,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.53,,11259349|16720336|16785264
IFITM2,10581,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.43,,20156427
IFITM2,10581,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.43,,15020195
IFITM3,10410,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.67,,15020195
IFITM5,387733,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.89,,20156427
IFITM6,213002,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.67,,15020195
IFNA,111654,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.08,,15020195
IFNA12L,502966,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.57,,15020195
IFNAR1,3454,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.41,,20156427
IFNAR1,3454,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,4.05,,11259349|16720336|16785264
IFNAR2,3455,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.38,,15020195
IFNB1,3456,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.56,,2009908|7657819
IFNB1,3456,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.55,,11259349|16720336|16785264
IFNG,3458,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,20.49,,15020195
IFNG,3458,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,20.49,,20156427
IFNG,3458,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,20.49,,15020195
IFNG,3458,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,20.49,,2009908|7657819
IFNG,3458,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,20.49,,20156427
IFNG,3458,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,20.49,,15020195
IFNG,3458,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.67,,11259349|16720336|16785264
IFNGR1,3459,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.99,,20156427
IFNGR1,3459,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.99,,15020195
IFNLR1,163702,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.62,,15020195
IFRD1,3475,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.41,,20156427
IFRD1,3475,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.41,,2009908|7657819
IFRD2,7866,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.15,,20156427
IFT140,9742,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.27,,20156427
IFT140,9742,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.27,,15020195
IFT20,90410,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
IFT22,64792,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.44,,20156427
IFT25,51668,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.34,,20156427
IFT27,11020,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.95,,20156427
IFT27,11020,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.95,,15020195
IFT43,112752,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.64,,20156427
IFT43,112752,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.64,,15020195
IFT46,56912,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.41,,20156427
IFT52,51098,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.52,,20156427
IFT54,26146,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,17.97,,20156427
IFT54,26146,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,17.97,,15020195
IFT54,26146,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,17.97,,15020195
IFT56,79989,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.49,,20156427
IFT57,55081,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.28,,20156427
IFT70A,92104,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.79,,20156427
IFT70B,150737,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.29,,20156427
IFT74,80173,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.75,,20156427
IFT74,80173,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.75,,15020195
IFT74,80173,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,15.75,,15020195
IFT80,57560,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.03,,20156427
IFT80,57560,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,9.03,,2009908|7657819
IFT81,28981,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.48,,20156427
IFT81,28981,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.48,,15020195
IFT88,8100,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.34,,20156427
IGBP1,3476,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.36,,20156427
IGDCC3,9543,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.35,,20156427
IGDCC4,57722,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.82,,20156427
IGDCC4,57722,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.82,,15020195
IGEG-2,181336,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,6.11,,2009908|7657819
IGF1,3479,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,18.96,,15020195
IGF1,3479,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,18.96,,20156427
IGF1,3479,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,18.96,,15020195
IGF1,3479,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,18.96,,2009908|7657819
IGF1,3479,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,18.96,,20156427
IGF1,3479,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.93,,11259349|16720336|16785264
IGF1R,3480,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,16.43,,15020195
IGF1R,3480,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,16.43,,20156427
IGF1R,3480,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,16.43,,15020195
IGF1R,3480,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,16.43,,15020195
IGF1R,3480,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.19,,11259349|16720336|16785264
IGF1RA,245701,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.62,,2009908|7657819
IGF1RB,245702,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.73,,2009908|7657819
IGF2,3481,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.67,,20156427
IGF2,3481,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.32,,11259349|16720336|16785264
IGF2A,30710,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.76,,2009908|7657819
IGF2B,324215,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.59,,2009908|7657819
IGF2BP2,10644,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.82,,15020195
IGF2BP2,10644,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.82,,15020195
IGF2BP2,10644,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.77,,11259349|16720336|16785264
IGF2BP3,10643,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.38,,20156427
IGF2BP3,10643,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.38,,15020195
IGF2R,3482,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,18.44,,20156427
IGF2R,3482,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,18.44,,15020195
IGF2R,3482,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,18.44,,2009908|7657819
IGF2R,3482,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,18.44,,15020195
IGFALS,3483,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.06,,20156427
IGFBP1,3484,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.14,,20156427
IGFBP1,3484,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.14,,2009908|7657819
IGFBP1A,317638,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.36,,20156427
IGFBP1B,793907,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.55,,20156427
IGFBP2,3485,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.58,,20156427
IGFBP2,3485,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.58,,15020195
IGFBP2,3485,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,12.58,,15020195
IGFBP2,3485,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.40,,11259349|16720336|16785264
IGFBP2A,794176,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.49,,2009908|7657819
IGFBP3,3486,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.05,,20156427
IGFBP3,3486,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,7.05,,20156427
IGFBP4,3487,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.75,,20156427
